timestamp,latitude,longitude
2024-08-26 00:00:00,-49.12707078186015,-146.95306359284592
2024-08-26 00:00:30,-48.46300776290155,-144.32629453042668
2024-08-26 00:01:00,-47.73487102928316,-141.77356757375554
2024-08-26 00:01:30,-46.94596928296947,-139.2972971770915
2024-08-26 00:02:00,-46.09964351542653,-136.8988414577371
2024-08-26 00:02:30,-45.199220799275025,-134.5786160539436
2024-08-26 00:03:00,-44.24797576117586,-132.33621723727725
2024-08-26 00:03:30,-43.24909965308187,-130.17054689099476
2024-08-26 00:04:00,-42.20567657824494,-128.07993363154722
2024-08-26 00:04:30,-41.12066619020836,-126.06224599265798
2024-08-26 00:05:00,-39.99689205135303,-124.11499506540817
2024-08-26 00:05:30,-38.83703479071925,-122.23542521487916
2024-08-26 00:06:00,-37.6436292163597,-120.42059244987246
2024-08-26 00:06:30,-36.419064594786974,-118.66743071794768
2024-08-26 00:07:00,-35.16558739199108,-116.97280686618942
2024-08-26 00:07:30,-33.885305863898736,-115.33356529031627
2024-08-26 00:08:00,-32.58019597938933,-113.74656343384646
2024-08-26 00:08:30,-31.25210824996117,-112.20869933408457
2024-08-26 00:09:00,-29.902775122937193,-110.71693237596219
2024-08-26 00:09:30,-28.53381866801906,-109.2682983342882
2024-08-26 00:10:00,-27.14675834936071,-107.85991967985431
2024-08-26 00:10:30,-25.74301872757267,-106.48901200908595
2024-08-26 00:11:00,-24.32393697889992,-105.15288734053605
2024-08-26 00:11:30,-22.89077015341378,-103.84895491053331
2024-08-26 00:12:00,-21.444702121469128,-102.57471999835886
2024-08-26 00:12:30,-19.986850179157457,-101.32778122025226
2024-08-26 00:13:00,-18.51827129996242,-100.10582665180564
2024-08-26 00:13:30,-17.039968032333114,-98.90662906975943
2024-08-26 00:14:00,-15.552894052160246,-97.72804054578216
2024-08-26 00:14:30,-14.057959385901633,-96.567986576005
2024-08-26 00:15:00,-12.556035324891875,-95.42445988917832
2024-08-26 00:15:30,-11.047959054666627,-94.29551404291537
2024-08-26 00:16:00,-9.534538025283432,-93.17925688981367
2024-08-26 00:16:30,-8.016554089975195,-92.07384397303491
2024-08-26 00:17:00,-6.494767440183041,-90.9774718929278
2024-08-26 00:17:30,-4.969920365380038,-89.88837167191782
2024-08-26 00:18:00,-3.442740866125948,-88.80480213359921
2024-08-26 00:18:30,-1.9139461487411564,-87.72504330324065
2024-08-26 00:19:00,-0.3842460297842991,-86.64738983023916
2024-08-26 00:19:30,1.1456537216167708,-85.5701444283524
2024-08-26 00:20:00,2.6750480757148223,-84.49161132634956
2024-08-26 00:20:30,4.203229440554694,-83.41008971999563
2024-08-26 00:21:00,5.729484339076894,-82.32386721599565
2024-08-26 00:21:30,7.2530900370422104,-81.23121325947533
2024-08-26 00:22:00,8.773311093805964,-80.13037253911155
2024-08-26 00:22:30,10.28939580775753,-79.01955836779095
2024-08-26 00:23:00,11.800572528085837,-77.89694604260517
2024-08-26 00:23:30,13.306045804338497,-76.76066619538412
2024-08-26 00:24:00,14.804992345251765,-75.60879815521058
2024-08-26 00:24:30,16.29655675844658,-74.43936335694306
2024-08-26 00:25:00,17.779847043138187,-73.25031884614872
2024-08-26 00:25:30,19.253929808972167,-72.03955095075945
2024-08-26 00:26:00,20.717825195835502,-70.80486921489697
2024-08-26 00:26:30,22.170501472161956,-69.54400072069089
2024-08-26 00:27:00,23.6108692932675,-68.25458496137689
2024-08-26 00:27:30,25.037775606970154,-66.93416947367699
2024-08-26 00:28:00,26.44999720173357,-65.58020649158077
2024-08-26 00:28:30,27.846233903434086,-64.19005094710025
2024-08-26 00:29:00,29.225101441296992,-62.76096021847005
2024-08-26 00:29:30,30.58512402252762,-61.29009611199652
2024-08-26 00:30:00,31.924726679834063,-59.7745296610867
2024-08-26 00:30:30,33.242227486393304,-58.21124943415312
2024-08-26 00:31:00,34.535829772939316,-56.59717415699092
2024-08-26 00:31:30,35.80361452810496,-54.929170574450836
2024-08-26 00:32:00,37.043533221618915,-53.20407758821571
2024-08-26 00:32:30,38.25340135786852,-51.418737803273025
2024-08-26 00:33:00,39.43089314597604,-49.57003767703892
2024-08-26 00:33:30,40.573537760469954,-47.65495746892172
2024-08-26 00:34:00,41.67871776106323,-45.670632104503525
2024-08-26 00:34:30,42.74367033608154,-43.61442386081421
2024-08-26 00:35:00,43.765492123728606,-41.48400740553656
2024-08-26 00:35:30,44.741148437279534,-39.277467139935816
2024-08-26 00:36:00,45.66748775902282,-36.9934059642169
2024-08-26 00:36:30,46.54126235421466,-34.6310634814349
2024-08-26 00:37:00,47.359155768376645,-32.19044028678725
2024-08-26 00:37:30,48.11781778628937,-29.672423403683
2024-08-26 00:38:00,48.81390712931138,-27.078906238166088
2024-08-26 00:38:30,49.44414173785035,-24.412894815135175
2024-08-26 00:39:00,50.00535593132367,-21.67859079181229
2024-08-26 00:39:30,50.49456308346617,-18.881441129945422
2024-08-26 00:40:00,50.909021746939324,-16.02814467076149
2024-08-26 00:40:30,51.2463024849318,-13.126607458370922
2024-08-26 00:41:00,51.50435211623836,-10.185841614700912
2024-08-26 00:41:30,51.68155175848924,-7.2158067734107645
2024-08-26 00:42:00,51.77676505271911,-4.22719815117864
2024-08-26 00:42:30,51.789373326138566,-1.2311906393449477
2024-08-26 00:43:00,51.71929519809773,1.7608469553027317
2024-08-26 00:43:30,51.56698919170939,4.737649995766179
2024-08-26 00:44:00,51.33343915696013,7.688349459867513
2024-08-26 00:44:30,51.02012358002656,10.60273855826881
2024-08-26 00:45:00,50.628970982406756,13.471499193753514
2024-08-26 00:45:30,50.162304464874246,16.286377346370095
2024-08-26 00:46:00,49.62277894105137,19.04030169135468
2024-08-26 00:46:30,49.013314713721456,21.727444975117827
2024-08-26 00:47:00,48.33703081344814,24.343232194197412
2024-08-26 00:47:30,47.59718102668797,26.884302978727078
2024-08-26 00:48:00,46.79709489054064,29.348437593038195
2024-08-26 00:48:30,45.940125227018214,31.734456678131632
2024-08-26 00:49:00,45.029603113347285,34.0421045107313
2024-08-26 00:49:30,44.06880059645108,36.27192444867475
2024-08-26 00:50:00,43.06090099104369,38.42513369655264
2024-08-26 00:50:30,42.00897626097233,40.50350283750562
2024-08-26 00:51:00,40.9159707649987,42.50924394490182
2024-08-26 00:51:30,39.78469053331696,44.44490964523041
2024-08-26 00:52:00,38.617797207465706,46.31330431792708
2024-08-26 00:52:30,37.4178058014601,48.11740770604478
2024-08-26 00:53:00,36.18708550562187,49.86031055740203
2024-08-26 00:53:30,34.92786284031549,51.54516148316155
2024-08-26 00:54:00,33.64222656185309,53.17512396762008
2024-08-26 00:54:30,32.3321338184436,54.75334234589467
2024-08-26 00:55:00,30.99941714431958,56.282915547093786
2024-08-26 00:55:30,29.645791961806612,57.766877447297404
2024-08-26 00:56:00,28.272864332474374,59.20818276389597
2024-08-26 00:56:30,26.882138759320117,60.609697531941144
2024-08-26 00:57:00,25.475025892598065,61.974193320470526
2024-08-26 00:57:30,24.052850033354783,63.304344463377866
2024-08-26 00:58:00,22.616856362018776,64.6027276896857
2024-08-26 00:58:30,21.168217845751784,65.87182363858895
2024-08-26 00:59:00,19.708041798782713,67.11401983414885
2024-08-26 00:59:30,18.237376085688407,68.33161477254065
2024-08-26 01:00:00,16.757214969428226,69.52682284165176
2024-08-26 01:00:30,15.268504614738616,70.70177984958495
2024-08-26 01:01:00,13.772148263817348,71.85854898617792
2024-08-26 01:01:30,12.26901110572467,72.99912708106737
2024-08-26 01:02:00,10.759924863952328,74.12545105433769
2024-08-26 01:02:30,9.245692128601043,75.23940448232149
2024-08-26 01:03:00,7.727090460783676,76.34282422262244
2024-08-26 01:03:30,6.204876297520118,77.437507059749
2024-08-26 01:04:00,4.679788685620426,78.52521634639086
2024-08-26 01:04:30,3.152552873096811,79.60768862634653
2024-08-26 01:05:00,1.623883786476872,80.68664023323741
2024-08-26 01:05:30,0.09448942224947714,81.76377386560931
2024-08-26 01:06:00,-1.4349258195664762,82.84078514325866
2024-08-26 01:06:30,-2.963657831834236,83.91936915270755
2024-08-26 01:07:00,-4.490999498948462,85.00122699101816
2024-08-26 01:07:30,-6.016237369923089,86.08807231737721
2024-08-26 01:08:00,-7.538648278123541,87.18163792046373
2024-08-26 01:08:30,-9.057495879656088,88.28368230709111
2024-08-26 01:09:00,-10.572027082313836,89.39599631319332
2024-08-26 01:09:30,-12.081468336750898,90.52040973242987
2024-08-26 01:10:00,-13.585021761481253,91.65879794946514
2024-08-26 01:10:30,-15.081861073260729,92.81308855472514
2024-08-26 01:11:00,-16.571127294665917,93.98526790397435
2024-08-26 01:11:30,-18.051924211257724,95.17738756949699
2024-08-26 01:12:00,-19.523313551842552,96.39157060864933
2024-08-26 01:12:30,-20.984309867188916,97.6300175499789
2024-08-26 01:13:00,-22.433875085474888,98.89501196554332
2024-08-26 01:13:30,-23.87091272696903,100.18892545970397
2024-08-26 01:14:00,-25.294261766520545,101.51422185856755
2024-08-26 01:14:30,-26.702690140841973,102.87346032900122
2024-08-26 01:15:00,-28.09488790890542,104.2692970910735
2024-08-26 01:15:30,-29.46946008895282,105.70448531158661
2024-08-26 01:16:00,-30.824919215046897,107.18187267879487
2024-08-26 01:16:30,-32.15967768235968,108.70439606070873
2024-08-26 01:17:00,-33.472039981037554,110.27507253947542
2024-08-26 01:17:30,-34.76019496006059,111.89698600071681
2024-08-26 01:18:00,-36.02220831065349,113.57326833893615
2024-08-26 01:18:30,-37.25601551817677,115.30707423053865
2024-08-26 01:19:00,-38.45941560086882,117.1015483356647
2024-08-26 01:19:30,-39.6300660335809,118.9597837371962
2024-08-26 01:20:00,-40.76547934325782,120.88477043430571
2024-08-26 01:20:30,-41.86302195738179,122.87933280921479
2024-08-26 01:21:00,-42.919915981448376,124.94605521732583
2024-08-26 01:21:30,-43.93324466847139,127.08719525405168
2024-08-26 01:22:00,-44.899962410477265,129.30458486970676
2024-08-26 01:22:30,-45.81691011313482,131.59952037309952
2024-08-26 01:23:00,-46.680836790436985,133.97264350452483
2024-08-26 01:23:30,-47.48842811463273,136.42381715874828
2024-08-26 01:24:00,-48.236342455061056,138.95200093875312
2024-08-26 01:24:30,-48.92125461966447,141.55513339970275
2024-08-26 01:25:00,-49.539907065432544,144.23002940278963
2024-08-26 01:25:30,-50.089167775277325,146.97230217340584
2024-08-26 01:26:00,-50.56609333721698,149.77632013154056
2024-08-26 01:26:30,-50.96799506175478,152.6352080191939
2024-08-26 01:27:00,-51.2925053150969,155.54090004691588
2024-08-26 01:27:30,-51.53764072812756,158.48424963519386
2024-08-26 01:28:00,-51.70185866651135,161.45519598477514
2024-08-26 01:28:30,-51.784103401905085,164.44298259317114
2024-08-26 01:29:00,-51.78383885474689,167.43641760214615
2024-08-26 01:29:30,-51.701065575069244,170.42416131001795
2024-08-26 01:30:00,-51.53632071494747,173.39502307955559
2024-08-26 01:30:30,-51.29066099488774,176.33824877352242
2024-08-26 01:31:00,-50.96562991483551,179.24378095750515
2024-08-26 01:31:30,-50.563211546772855,-177.89752277982993
2024-08-26 01:32:00,-50.085774040582784,-175.09372348362652
2024-08-26 01:32:30,-49.53600640392929,-172.35169132781434
2024-08-26 01:33:00,-48.916852170162294,-169.67705269416504
2024-08-26 01:33:30,-48.23144329279445,-167.07418924469943
2024-08-26 01:34:00,-47.483037086288476,-164.54628125381532
2024-08-26 01:34:30,-46.674958375016175,-162.09538567236217
2024-08-26 01:35:00,-45.81054831169215,-159.72253885460563
2024-08-26 01:35:30,-44.89312066562664,-157.42787435774218
2024-08-26 01:36:00,-43.92592581272208,-155.21074739998897
2024-08-26 01:36:30,-42.912122212138044,-153.06985912472464
2024-08-26 01:37:00,-41.8547548351328,-151.0033754966215
2024-08-26 01:37:30,-40.756739810481825,-149.00903725553377
2024-08-26 01:38:00,-39.620854449447336,-147.08425875257848
2024-08-26 01:38:30,-38.449731789319145,-145.22621463192905
2024-08-26 01:39:00,-37.245858825837054,-143.431914190018
2024-08-26 01:39:30,-36.0115776718986,-141.6982638608341
