,Numero_linea_1,Catalogo_1,Clasificacion,Identificacion,Año,Dia,Fraccion_dia,Signo_derivada_1,Derivada_1,Signo_derivada_2,Derivada_2,Exponente,Signo_BSTAR,BSTAR,Exponente_BSTAR,Efemerides,Numero_elemento,Checksum_1,Numero_linea_2,Catalogo_2,Inclinacion,Ascencion,Excentricidad,Perigeo,Anomalia_media,Revoluciones_dia,Revoluciones_epoch,Checksum_2,Periodo,Semieje_mayor,Semieje_menor
0,1,00900,U,64063C,23,333,.78605279, ,.00001346, ,00000,+0, ,14065,-2,0, 999,7,2,00900,90.1984,51.1908,0.0025821,220.9212,267.767,13.74640062,94349.0,9,6285.2816812493,7361.0986892614,7361.0741501132
1,1,00902,U,64063E,23,333,.60246435, ,.00000102, ,00000,+0, ,13982,-3,0, 999,2,2,00902,90.2145,54.6513,0.0019931,52.9956,104.0788,13.52772715,73044.0,3,6386.8822191613,7440.213786112,7440.1889832237
2,1,01361,U,65034C,23,333,.15398587, ,.00000037, ,00000,+0, ,37005,-2,0, 999,5,2,01361,32.1384,227.6205,0.0005121,348.8212,11.2171,9.8930426,11768.0,2,8733.4102857295,9166.0464122446,9166.0158560761
3,1,01512,U,65065E,23,333,.66736076, ,.00000109, ,00000,+0, ,20092,-3,0, 999,1,2,01512,89.9456,215.0342,0.0069425,343.1093,70.1442,13.33496455,83603.0,9,6479.2073256768,7511.7431176782,7511.7180763378
4,1,01520,U,65065H,23,334,.68675259, ,.00000207, ,00000,+0, ,38161,-3,0, 999,3,2,01520,89.9569,128.9651,0.006852,204.6373,287.508,13.36012357,83899.0,2,6467.0060532981,7502.3096989277,7502.2846890348
5,1,02826,U,67053A,23,333,.82605088, ,.00011879, ,00000,+0, ,27052,-2,0, 999,3,2,02826,69.9257,120.3678,0.0007548,308.5312,51.5147,14.56009667,93026.0,8,5934.0265355532,7084.2269502053,7084.2033340438
6,1,02866,U,67066E,23,334,.74552112,-,.00000049, ,00000,+0, ,00000,+0,0, 999,1,2,02866,0.8091,165.5415,0.0056284,124.5583,21.2295,1.09425064,12085.0,0,78958.1443607837,39779.327052693,39779.1944433036
7,1,02872,U,67053F,23,334,.79797551, ,.00000249, ,00000,+0, ,20861,-3,0, 999,9,2,02872,69.9736,201.3936,0.0009518,255.4972,104.5079,13.99111372,88060.0,7,6175.348276706,7275.0131115722,7274.9888594011
8,1,02874,U,67053H,23,334,.11870740, ,.00000141, ,00000,+0, ,14031,-3,0, 999,2,2,02874,69.9736,308.3949,0.0009647,308.7943,51.23,13.96528536,87739.0,2,6186.7693908691,7283.9802889054,7283.9560068411
9,1,02909,U,67053J,23,334,.42944439, ,.00021658, ,00000,+0, ,32974,-2,0, 999,3,2,02909,69.9444,78.9527,0.0005872,323.1716,36.9026,14.73906428,94203.0,9,5861.973213404,7026.7639221686,7026.7404975674
10,1,05204,U,71039A,23,333,.51778981,-,.00000040, ,00000,+0, ,00000,+0,0, 999,4,2,05204,2.1842,283.6713,0.0022189,351.0585,264.0265,0.98159932,19709.0,6,88019.620877488,42767.3629337193,42767.2203633365
11,1,05398,U,71067E,23,334,.81943708, ,.00001975, ,00000,+0, ,66853,-3,0, 999,3,2,05398,87.6254,236.1745,0.0064314,71.5724,289.2451,14.35238369,74067.0,0,6019.905951943,7152.413496643,7152.3896531731
12,1,07530,U,74089B,23,333,.85164090,-,.00000033, ,00000,+0, ,81720,-4,0, 999,8,2,07530,101.9648,321.7463,0.0012387,106.2974,317.3005,12.53669718,24417.0,7,6891.7673259138,7827.3222537671,7827.296160404
13,1,07646,U,75010A,23,333,.82166453,-,.00000121, ,00000,+0, ,15251,-4,0, 999,7,2,07646,49.8227,176.8534,0.0205764,229.6082,128.6693,13.82322827,46582.0,2,6250.34892808,7333.798695221,7333.7742470807
14,1,08820,U,76039A,23,334,.45831073,-,.00000004, ,00000,+0, ,00000,+0,0, 999,2,2,08820,109.8205,220.8564,0.0044667,141.8876,8.0595,6.38664866,85417.0,9,13528.2218577529,12271.1883192014,12271.1474116519
15,1,13086,U,82019A,23,334,.71079529,-,.00000209, ,00000,+0, ,00000,+0,0, 999,3,2,13086,11.1844,316.2812,0.0004587,259.5531,268.9784,0.98191629,1652.0,9,87991.2074785927,42758.1586864732,42758.0161467739
16,1,14129,U,83058B,23,331,.40159431, ,.00000129, ,00000,+0, ,00000,+0,0, 999,0,2,14129,27.4606,11.0956,0.6035862,223.892,67.9901,2.05868141,27628.0,4,41968.6113549741,26102.125665098,26102.0386503794
17,1,14781,U,84021B,23,333,.92343992, ,.00003546, ,00000,+0, ,41471,-3,0, 999,8,2,14781,97.68,304.7023,0.0008844,27.3785,332.7895,14.8567611,13974.0,8,5815.5340466503,6989.6035751116,6989.5802743891
18,1,16908,U,86061A,23,334,.03712344,-,.00000119, ,00000,+0,-,15436,-3,0, 999,8,2,16908,50.007,127.5539,0.0011156,333.6128,188.1413,12.4450312,36491.0,1,6942.529802577,7865.7108665689,7865.6846452325
19,1,19548,U,88091B,23,333,.95292279,-,.00000297, ,00000,+0, ,00000,+0,0, 999,9,2,19548,13.3183,347.339,0.0039544,331.8128,43.65,1.00276831,11604.0,6,86161.4783179576,42163.3300734719,42163.1895167086
20,1,19751,U,89001C,23,334,.40599906, ,.00000011, ,00000,+0, ,00000,+0,0, 999,8,2,19751,64.4722,104.1128,0.0023983,215.0335,152.9433,2.13156202,27162.0,8,40533.6552205973,25503.7077123966,25503.6226925796
21,1,20026,U,89039C,23,334,.35721360,-,.00000064, ,00000,+0, ,00000,+0,0, 999,0,2,20026,65.4167,342.3668,0.001919,218.0726,111.2064,2.13204424,26867.0,5,40524.4874280845,25499.8619943288,25499.7769873319
22,1,20253,U,89077A,23,333,.83033885,-,.00000366, ,00000,+0, ,00000,+0,0, 999,9,2,20253,12.6978,356.7926,0.0004406,256.8471,239.283,1.00263006,25127.0,4,86173.3588957028,42167.2058442499,42167.0652745662
23,1,20442,U,90005G,23,334,.52335816, ,.00000570, ,00000,+0, ,22347,-3,0, 999,6,2,20442,98.8646,314.7722,0.0012622,54.115,306.1203,14.33380217,76923.0,4,6027.7098131598,7158.5934813074,7158.5696172358
24,1,20580,U,90037B,23,334,.05431826, ,.00008754, ,00000,+0, ,44591,-3,0, 999,7,2,20580,28.4682,243.035,0.0002681,18.2914,108.292,15.1504029,64688.0,7,5702.8186359321,6898.9953123342,6898.9723136657
25,1,20776,U,90079A,23,334,.18429962, ,.00000127, ,00000,+0, ,00000,+0,0, 999,1,2,20776,13.6414,356.1926,0.0003327,252.4028,280.0606,1.00267345,12161.0,4,86169.6298032026,42165.9893310319,42165.8487654036
26,1,20929,U,90095A,23,334,.74156645,-,.00000057, ,00000,+0, ,00000,+0,0, 999,9,2,20929,14.5857,350.5859,0.0004815,96.0395,347.6522,0.98396521,1631.0,2,87807.9825606842,42698.7809237314,42698.6385819753
27,1,21639,U,91054B,23,334,.66653160, ,.00000087, ,00000,+0, ,00000,+0,0, 999,1,2,21639,14.1883,0.5888,0.002385,353.8089,147.5526,1.00274302,11838.0,1,86163.6513809889,42164.0389996302,42163.8984405036
28,1,21805,U,91080B,23,333,.18391140, ,.00000053, ,00000,+0, ,00000,+0,0, 999,1,2,21805,14.5102,352.2313,0.0004733,106.1155,81.702,0.99185189,1647.0,2,87109.7800700869,42472.1345276966,42471.9929414948
29,1,22195,U,92070B,23,333,.36546373,-,.00000009, ,00000,+0, ,00000,+0,0, 999,6,2,22195,52.6377,134.8983,0.0138373,139.8827,208.6162,6.47294209,73515.0,9,13347.8716167535,12161.8830720437,12161.842528877
30,1,22314,U,93003B,23,334,.12478282,-,.00000294, ,00000,+0, ,00000,+0,0, 999,0,2,22314,14.1571,3.8817,0.0009001,165.9009,258.0804,1.00273118,11305.0,0,86164.6687799216,42164.3709072902,42164.2303470571
31,1,22490,U,93009B,23,334,.04953084, ,.00000785, ,00000,+0, ,16760,-3,0, 999,8,2,22490,24.968,186.4606,0.0042662,20.6439,138.597,14.45080767,62677.0,6,5978.9045687299,7119.8999483336,7119.8762132517
32,1,22787,U,93056A,23,334,.75639896, ,.00000129, ,00000,+0, ,00000,+0,0, 999,7,2,22787,11.6009,8.3831,0.000445,235.1781,126.8429,1.00274899,10934.0,7,86163.1383941858,42163.8716466402,42163.7310880715
33,1,22824,U,93061B,23,334,.46457807,-,.00000007, ,00000,+0, ,15998,-4,0, 999,6,2,22824,98.9087,12.3275,0.0007315,62.3492,51.151,14.27413972,57229.0,1,6052.9041816049,7178.5270701526,7178.5031396298
34,1,22825,U,93061C,23,333,.71649897, ,.00000331, ,00000,+0, ,14504,-3,0, 999,6,2,22825,98.8199,19.1031,0.0007548,309.3164,50.7348,14.30387788,57422.0,6,6040.3200254391,7168.5740477489,7168.5501504058
35,1,22826,U,93061D,23,334,.72669011, ,.00000419, ,00000,+0, ,17743,-3,0, 999,4,2,22826,98.8144,19.9888,0.0007947,289.6477,70.3847,14.30758998,57462.0,6,6038.7528661903,7167.3340711784,7167.3101779689
36,1,22988,U,94009A,23,334,.28573712,-,.00000197, ,00000,+0, ,00000,+0,0, 999,7,2,22988,16.1961,37.5456,0.0003349,223.057,181.1277,1.00270161,2232.0,7,86167.2098043206,42165.1998639857,42165.0593009892
37,1,23439,U,94085A,23,334,.47289901,-,.00000037, ,00000,+0, ,15658,-3,0, 999,0,2,23439,64.8201,6.7514,0.0156974,180.789,179.2807,11.27575628,19136.0,0,7662.4572094777,8400.4944892714,8400.4664851666
38,1,23467,U,95003A,23,334,.42674502,-,.00000019, ,00000,+0, ,00000,+0,0, 999,3,2,23467,9.7706,16.0833,0.0004323,192.2177,186.6288,1.00269344,10562.0,7,86167.9118993738,42165.42890655,42165.28834279
39,1,23553,U,95019A,23,334,.65762439,-,.00000092, ,00000,+0, ,00000,+0,0, 999,9,2,23553,12.4428,22.6973,0.0006509,228.6847,307.1642,1.00272071,10484.0,7,86165.5684761911,42164.6644155361,42164.5238543246
40,1,23613,U,95035B,23,334,.67854796,-,.00000200, ,00000,+0, ,00000,+0,0, 999,5,2,23613,13.7659,354.6421,0.0022546,65.7338,338.004,1.00274556,10383.0,7,86163.4331245506,42163.9677973176,42163.8272384283
41,1,23712,U,95060A,23,334,.18392097,-,.00000018, ,00000,+0, ,00000,+0,0, 999,7,2,23712,13.7266,10.4528,0.0004631,242.2045,122.3275,1.00272911,2232.0,9,86164.8466553444,42164.428935736,42164.2883753095
42,1,23802,U,96013A,23,332,.88636953, ,.00000197, ,00000,+0, ,00000,+0,0, 999,0,2,23802,78.9848,236.5483,0.5797229,240.6632,49.895,1.29847039,13274.0,1,66539.8307619475,35490.6487202456,35490.5304077047
43,1,23839,U,96020A,23,333,.53266301,-,.00000350, ,00000,+0, ,00000,+0,0, 999,9,2,23839,8.6433,54.4322,0.0006876,173.3136,163.3493,0.99996835,10094.0,3,86402.7346465516,42241.9996383872,42241.858819369
44,1,24278,U,96046B,23,333,.44749379, ,.00000055, ,00000,+0, ,93433,-4,0, 999,4,2,24278,98.5551,289.6546,0.0350029,348.5184,10.812,13.53164559,34728.0,8,6385.032731263,7438.7773784779,7438.752580378
45,1,24307,U,96053A,23,332,.96209042, ,.00000029, ,00000,+0, ,00000,+0,0, 999,3,2,24307,7.7246,62.7137,0.0004186,162.6399,199.8756,0.99998455,9964.0,6,86401.3349006242,42241.5434165106,42241.4025990133
46,1,24674,U,96070A,23,333,.43244355,-,.00000073, ,00000,+0, ,00000,+0,0, 999,8,2,24674,8.2837,57.8417,0.0007057,181.6506,242.9548,0.99982037,9860.0,5,86415.5228203642,42246.1675983572,42246.0267654446
47,1,24812,U,97026A,23,334,.15327437,-,.00000042, ,00000,+0, ,00000,+0,0, 999,3,2,24812,5.0285,78.2261,0.0003412,110.1835,210.3799,0.99031091,9700.0,3,87245.3278334579,42516.182477541,42516.0407444998
48,1,24876,U,97035A,23,333,.85037395, ,.00000032, ,00000,+0, ,00000,+0,0, 999,8,2,24876,55.6124,134.9636,0.0075314,53.6203,307.0588,2.005648,19309.0,1,43078.3467487814,26560.2501844397,26560.1616425055
49,1,24916,U,97046A,23,334,.56877414,-,.00000058, ,00000,+0, ,00000,+0,0, 999,7,2,24916,8.3688,57.0995,0.0007176,181.9382,201.0362,1.00274247,9629.0,2,86163.698641387,42164.0544174934,42163.9138583154
50,1,24920,U,97047A,23,334,.12139306, ,.00000594, ,00000,+0, ,26742,-3,0, 999,5,2,24920,69.9535,313.2744,0.001924,107.7613,252.561,14.26936236,36622.0,3,6054.9306843729,7180.1292204511,7180.1052845874
51,1,24936,U,97050A,23,333,.45067856,-,.00000255, ,00000,+0, ,00000,+0,0, 999,1,2,24936,5.8489,74.2679,0.0003011,189.2514,254.8107,1.00270849,4310.0,6,86166.6185752551,42165.0069884492,42164.8664260957
52,1,25019,U,97065A,23,333,.29351340,-,.00000058, ,00000,+0, ,00000,+0,0, 999,7,2,25019,11.6712,28.1583,0.0003462,248.2176,144.7723,1.00271016,2362.0,8,86166.4750659353,42164.9601716096,42164.8196094121
53,1,25030,U,97067A,23,333,.53472251, ,.00000044, ,00000,+0, ,00000,+0,0, 999,8,2,25030,55.6246,204.7515,0.0018942,251.6855,298.6506,1.88437747,18915.0,9,45850.6861685202,27687.9011649023,27687.8088638017
54,1,25114,U,97084C,23,334,.01110939, ,.00002559, ,00000,+0, ,82498,-3,0, 999,4,2,25114,45.0125,193.1066,0.0005214,247.6909,112.3388,14.41453887,35985.0,8,5993.948247614,7131.8379904506,7131.8142155717
55,1,25118,U,97084G,23,334,.08833521, ,.00002883, ,00000,+0, ,91815,-3,0, 999,7,2,25118,45.0132,191.9793,0.0001477,290.0542,236.231,14.41758362,35988.0,5,5992.6824270432,7130.8338726705,7130.810101139
56,1,25153,U,98006B,23,334,.09529201,-,.00000285, ,00000,+0, ,00000,+0,0, 999,6,2,25153,7.5915,61.7704,0.000548,194.0042,153.2597,1.00270692,9456.0,0,86166.7534916384,42165.0510020039,42164.9104395036
57,1,25159,U,98007C,23,334,.17411314, ,.00002584, ,00000,+0, ,10038,-2,0, 999,5,2,25159,107.9731,60.3578,0.0042696,156.1249,204.1881,14.31800284,34338.0,2,6034.3611441832,7163.858656524,7163.8347749002
58,1,25160,U,98007D,23,334,.48566047, ,.00000430, ,00000,+0, ,24839,-3,0, 999,8,2,25160,107.9925,256.5211,0.0064341,281.8434,173.3555,14.21874736,33855.0,5,6076.4846447064,7197.158707748,7197.1347151143
59,1,25338,U,98030A,23,334,.82629223, ,.00000356, ,00000,+0, ,16569,-3,0, 999,3,2,25338,98.5903,0.9212,0.0010301,181.5545,178.5605,14.26444795,32901.0,8,6057.0167385973,7181.7782653652,7181.7543240042
60,1,25397,U,98043D,23,334,.82747544, ,.00000334, ,00000,+0, ,16566,-3,0, 999,2,2,25397,98.8939,293.9095,0.0001905,47.8742,312.2598,14.23950628,31926.0,9,6067.6261031151,7190.1621371305,7190.1381678208
61,1,25415,U,98046C,23,334,.44788449, ,.00003347, ,00000,+0, ,12131,-2,0, 999,3,2,25415,44.996,328.8455,0.000503,301.7522,217.9039,14.35005102,32319.0,4,6020.8845166879,7153.1885818503,7153.1647357966
62,1,25416,U,98046D,23,332,.97435358, ,.00001997, ,00000,+0, ,74926,-3,0, 999,8,2,25416,44.9955,336.8858,0.0002519,274.4158,85.64,14.34645296,32292.0,0,6022.3945417655,7154.3845348885,7154.3606848479
63,1,25420,U,98046H,23,332,.97134567, ,.00002140, ,00000,+0, ,79814,-3,0, 999,3,2,25420,44.9989,340.7967,0.0006324,303.9019,56.1226,14.34701338,32297.0,3,6022.1592962646,7154.1982249726,7154.1743755531
64,1,25462,U,98050A,23,333,.97406932, ,.00000075, ,00000,+0, ,00000,+0,0, 999,5,2,25462,4.7385,79.7329,0.0003472,172.6584,224.0558,1.00271311,9241.0,2,86166.2215626162,42164.8774715216,42164.7369095998
65,1,25481,U,98053G,23,333,.34650280, ,.00002587, ,00000,+0, ,95076,-3,0, 999,8,2,25481,45.0063,63.3699,0.0001594,220.0177,140.0553,14.34910456,31631.0,3,6021.28165132,7153.5031256331,7153.4792785308
66,1,25504,U,98060A,23,334,.51702319, ,.00000886, ,00000,+0, ,20017,-3,0, 999,6,2,25504,24.9971,41.6799,0.0017251,25.7731,97.4145,14.44576946,32606.0,4,5980.989814301,7121.5553103137,7121.5315697135
67,1,25544,U,98067A,23,334,.88360323, ,.00024407, ,00000,+0, ,43434,-3,0, 999,5,2,25544,51.6428,222.8885,8.54e-05,1.5392,103.8408,15.49998542,42764.0,3,5574.1987917302,6794.8693656459,6794.8467140943
68,1,25560,U,98071A,23,334,.73284823, ,.00007972, ,00000,+0, ,67568,-3,0, 999,4,2,25560,69.9,84.5397,0.0009802,249.1902,110.8206,14.98272592,35775.0,0,5766.6408944094,6950.3725080869,6950.3493381461
69,1,25639,U,99009B,23,334,.32066428,-,.00000031, ,00000,+0, ,00000,+0,0, 999,1,2,25639,11.5232,14.1253,0.0002883,236.9341,292.1046,1.0027425,9069.0,5,86163.6960635457,42164.0535765187,42163.9130173435
70,1,25682,U,99020A,23,334,.86791844, ,.00000906, ,00000,+0, ,19650,-3,0, 999,3,2,25682,97.9108,5.8731,0.0001083,99.3307,24.681,14.60353822,31010.0,6,5916.3744223076,7070.1708780695,7070.1473087657
71,1,25757,U,99029B,23,334,.78352522, ,.00000491, ,00000,+0, ,13372,-3,0, 999,6,2,25757,98.5582,289.6469,0.0013274,301.2383,58.751,14.51767821,29846.0,3,5951.3648635969,7098.0195987719,7097.9959366309
72,1,25867,U,99040B,23,337,.18489448, ,.00000577, ,00000,+0, ,00000,+0,0, 999,1,2,25867,37.8134,175.2086,0.903154,280.0963,359.8344,0.37811457,2497.0,9,228502.1706516096,80782.9477508215,80782.6784507058
73,1,25924,U,99053A,23,334,.42413434,-,.00000111, ,00000,+0, ,00000,+0,0, 999,0,2,25924,0.0131,329.6972,0.0002563,282.266,128.7948,1.00270492,8851.0,5,86166.9253602545,42165.1070703927,42164.9665077055
74,1,25933,U,99055A,23,333,.01107126,-,.00000095, ,00000,+0, ,00000,+0,0, 999,5,2,25933,52.199,335.894,0.0127605,146.5886,256.7308,2.00559971,17690.0,3,43079.3839713908,26560.6765205386,26560.5879771831
75,1,25967,U,99063A,23,333,.95823118,-,.00000182, ,00000,+0, ,00000,+0,0, 999,7,2,25967,9.3814,31.4823,0.0005666,204.1181,155.2977,1.0027441,8801.0,9,86163.5585789036,42164.0087245944,42163.8681655687
76,1,25982,U,99065C,23,332,.90932244, ,.00001974, ,00000,+0, ,75691,-3,0, 999,2,2,25982,45.0159,250.4708,0.0005249,65.9783,294.1613,14.33579367,25326.0,8,6026.8724556776,7157.9304942256,7157.9066323641
77,1,25985,U,99065F,23,334,.17598585, ,.00002131, ,00000,+0, ,79704,-3,0, 999,7,2,25985,45.0396,243.3261,0.0002707,67.7107,292.4027,14.34580718,25377.0,4,6022.6656413209,7154.5992375179,7154.5753867616
78,1,25989,U,99066A,23,334,.03687569,-,.00000036, ,00000,+0, ,00000,+0,0, 999,0,2,25989,68.5365,295.8603,0.5352354,80.1226,5.7243,0.50135512,3270.0,2,172332.9363824987,66932.6985725148,66932.4754439466
79,1,25994,U,99068A,23,334,.81829936, ,.00001314, ,00000,+0, ,28658,-3,0, 999,2,2,25994,98.0763,38.9358,5.84e-05,250.9481,223.6535,14.59465804,27408.0,9,5919.9742647756,7073.0385037754,7073.014924912
80,1,26038,U,99071A,23,334,.64056792,-,.00000061, ,00000,+0, ,00000,+0,0, 999,5,2,26038,4.3646,81.6474,0.0003742,169.7591,215.4402,1.00176767,8775.0,8,86247.5428060081,42191.402646372,42191.2619960252
81,1,26052,U,00001A,23,334,.42831144, ,.00000041, ,00000,+0, ,00000,+0,0, 999,1,2,26052,10.3881,39.0776,0.0003551,219.8883,144.442,1.00272608,2230.0,5,86165.1070250412,42164.5138762849,42164.3733155752
82,1,26107,U,00016A,23,333,.84989476,-,.00000328, ,00000,+0, ,00000,+0,0, 999,4,2,26107,6.9317,67.4149,0.0005395,185.7807,226.2474,1.00270911,8682.0,5,86166.5652962902,42164.9896073319,42164.8490450363
83,1,26113,U,00017A,23,331,.00151821, ,.00000308, ,00000,+0, ,95519,-1,0, 999,1,2,26113,94.6209,300.1869,0.7364471,38.6365,355.6873,1.68652788,14576.0,6,51229.5118418084,29813.0417411308,29812.9423556068
84,1,26356,U,00024A,23,333,.35662366, ,.00000095, ,00000,+0, ,00000,+0,0, 999,1,2,26356,12.4688,18.0966,2.97e-05,39.2694,333.0722,1.00269404,2358.0,8,86167.8603375363,42165.4120856928,42165.2715219888
85,1,26360,U,00025A,23,334,.21726774,-,.00000076, ,00000,+0, ,00000,+0,0, 999,7,2,26360,54.5042,57.0475,0.0041698,205.5521,150.1527,2.00564747,17261.0,8,43078.358132399,26560.2548635378,26560.166321588
86,1,26388,U,00034A,23,334,.43066104, ,.00000098, ,00000,+0, ,00000,+0,0, 999,8,2,26388,11.2172,38.7905,0.0004956,210.7212,166.8489,1.00268752,8585.0,3,86168.4206461451,42165.5948732402,42165.4543089269
87,1,26407,U,00040A,23,334,.18307689,-,.00000010, ,00000,+0, ,00000,+0,0, 999,0,2,26407,55.1584,252.1459,0.0151555,293.0987,239.5393,2.00557307,17129.0,0,43079.9561942662,26560.9117234229,26560.8231792833
88,1,26410,U,00041A,23,335,.32858378, ,.00000629, ,00000,+0, ,00000,+0,0, 999,3,2,26410,137.4199,354.4906,0.6962072,209.0125,0.1528,0.44230366,1616.0,9,195340.9112644467,72764.8462462105,72764.6036754445
89,1,26411,U,00041B,23,335,.32934084, ,.00001367, ,00000,+0, ,00000,+0,0, 999,3,2,26411,144.1288,8.2778,0.8609085,222.42,0.3018,0.44227903,2723.0,1,195351.789570489,72767.5476803846,72767.305100613
90,1,26451,U,00043A,23,334,.16759123,-,.00000284, ,00000,+0, ,00000,+0,0, 999,7,2,26451,8.3533,57.2977,0.0004763,198.3196,183.5177,1.00272074,8552.0,1,86165.565898238,42164.663574531,42164.5230133223
91,1,26463,U,00045A,23,335,.32611683, ,.00001351, ,00000,+0, ,00000,+0,0, 999,4,2,26463,146.7799,6.8589,0.8110497,221.7596,0.206,0.44225118,2850.0,4,195364.0915101685,72770.6025882818,72770.3599983263
92,1,26464,U,00045B,23,335,.32832789, ,.00000629, ,00000,+0, ,00000,+0,0, 999,4,2,26464,137.405,354.4755,0.6960636,208.9985,0.1721,0.44220352,1617.0,2,195385.1475447324,72775.8312284367,72775.5886210509
93,1,26554,U,00059A,23,334,.48452292, ,.00000034, ,00000,+0, ,00000,+0,0, 999,2,2,26554,0.0152,328.8151,0.0002912,280.5119,170.2095,1.00271674,8485.0,7,86165.9096266808,42164.7757089192,42164.6351473367
94,1,26575,U,00065A,23,334,.05188372,-,.00000321, ,00000,+0, ,00000,+0,0, 999,0,2,26575,10.0072,42.3797,0.0002394,209.8393,329.4441,1.00277917,2228.0,6,86160.5451976032,42163.0256564379,42162.8851006894
95,1,26580,U,00067A,23,334,.72297848, ,.00000113, ,00000,+0, ,00000,+0,0, 999,9,2,26580,0.0146,329.3966,0.000298,286.5522,294.6609,1.0027215,8466.0,9,86165.5005901439,42164.6422690816,42164.5017079439
96,1,26605,U,00071A,23,334,.04455774, ,.00000029, ,00000,+0, ,00000,+0,0, 999,7,2,26605,55.209,131.721,0.0147928,257.4716,99.378,2.00560213,16887.0,5,43079.3319909368,26560.6551547688,26560.5666114845
97,1,26608,U,00072A,23,334,.34771714,-,.00000132, ,00000,+0, ,00000,+0,0, 999,5,2,26608,5.741,74.8546,0.0002843,231.0831,45.3384,1.00271496,8433.0,5,86166.0625867196,42164.8256089616,42164.6850472127
98,1,26624,U,00076A,23,334,.44240912,-,.00000054, ,00000,+0, ,00000,+0,0, 999,2,2,26624,2.7886,86.1533,0.0004872,132.986,260.011,1.00272152,8440.0,5,86165.4988715112,42164.6417084122,42164.5011472764
99,1,26690,U,01004A,23,330,.93174552,-,.00000080, ,00000,+0, ,00000,+0,0, 999,2,2,26690,54.4225,67.0041,0.0001525,336.0772,29.5544,1.91588416,16566.0,2,45096.6722330436,27383.511592984,27383.4203066043
100,1,26702,U,01007A,23,334,.04863083, ,.00013336, ,00000,+0, ,66605,-3,0, 999,3,2,26702,97.4953,345.7485,0.0006675,256.5999,103.4491,15.17586382,24711.0,4,5693.2508768387,6891.2767436389,6891.2537707012
101,1,26715,U,01009A,23,334,.72594101, ,.00000017, ,00000,+0, ,00000,+0,0, 999,1,2,26715,10.5378,24.8356,0.0003597,233.3622,308.1999,1.00271115,2232.0,6,86166.3899917738,42164.9324179755,42164.7918558706
102,1,26720,U,01011B,23,333,.02796663,-,.00000233, ,00000,+0, ,00000,+0,0, 999,0,2,26720,8.735,55.3106,0.000607,176.7036,188.1524,0.99180962,8274.0,9,87113.4926075833,42473.3412676046,42473.19967738
103,1,26766,U,01019A,23,334,.57112375, ,.00000039, ,00000,+0, ,00000,+0,0, 999,4,2,26766,6.8454,68.5719,0.0004771,184.8266,199.193,1.0027044,8261.0,3,86166.970046207,42165.1216482043,42164.9810854685
104,1,26824,U,01024A,23,334,.45868240,-,.00000193, ,00000,+0, ,00000,+0,0, 999,3,2,26824,0.0175,352.6957,8.01e-05,272.042,301.9817,1.00271756,8226.0,6,86165.8391621266,42164.7527213088,42164.6121598029
105,1,26853,U,01025A,23,334,.30639253,-,.00000253, ,00000,+0, ,00000,+0,0, 999,7,2,26853,5.8732,74.0773,0.0003298,182.6644,210.0153,1.00272778,8225.0,5,86164.9609428393,42164.4662198186,42164.3256592678
106,1,26857,U,01026A,23,332,.43612970,-,.00000021, ,00000,+0, ,00000,+0,0, 999,4,2,26857,44.8584,99.5155,0.0017369,178.5508,181.4607,3.92402269,16900.0,7,22018.2213064624,16979.0856111541,16979.0290092369
107,1,26880,U,01033A,23,334,.02340868,-,.00000295, ,00000,+0, ,00000,+0,0, 999,2,2,26880,11.9084,22.5399,7.62e-05,210.6714,154.8127,1.002712,2229.0,1,86166.3169484358,42164.9085891343,42164.7680271088
108,1,26900,U,01039A,23,334,.09598818,-,.00000275, ,00000,+0, ,00000,+0,0, 999,6,2,26900,3.7489,82.9693,0.0004825,190.6958,139.5394,1.00271389,8144.0,6,86166.1545348694,42164.8556051255,42164.7150432766
109,1,26931,U,01043C,23,334,.82524645, ,.00000692, ,00000,+0, ,29376,-3,0, 999,6,2,26931,67.0499,126.5119,0.0005794,258.342,101.7032,14.31057012,15758.0,6,6037.4953111931,7166.3389838549,7166.3150939626
110,1,26958,U,01049B,23,334,.84377755, ,.00006281, ,00000,+0, ,49364,-3,0, 999,0,2,26958,97.8955,303.0554,0.0066442,9.3558,350.8885,14.99493099,20400.0,7,5761.9471578508,6946.6005091793,6946.5773518129
111,1,26998,U,01055B,23,334,.08264936, ,.00003044, ,00000,+0, ,31592,-3,0, 999,1,2,26998,74.0717,301.2778,0.0001634,307.3164,52.7869,14.90431107,19214.0,2,5796.980457145,6974.7294709461,6974.7062198083
112,1,27004,U,01056D,23,333,.38148330,-,.00000009, ,00000,+0, ,41426,-4,0, 999,9,2,27004,99.7041,120.9337,0.0019981,11.909,42.1907,13.70189226,9871.0,5,6305.6983926394,7377.030956337,7377.0063640766
113,1,27056,U,01058B,23,334,.48496170, ,.00000036, ,00000,+0, ,14666,-3,0, 999,2,2,27056,82.5362,94.4224,0.0006487,163.9148,303.7563,12.60532323,880.0,0,6854.2470846263,7798.8873466962,7798.8613481244
114,1,27057,U,01058C,23,334,.80810824, ,.00000038, ,00000,+0, ,15496,-3,0, 999,9,2,27057,82.5436,89.1469,0.0001011,78.9367,281.1837,12.61582203,965.0,1,6848.5430275208,7794.559959547,7794.5339754011
